 0.000 0.000 0.000 0.000 1.000 0.000 164.000 99.800 176.600 66.200 54.300 2337.000 109.000 3.190 3.400 10.000 102.000 5500.000 24.000 30.000
 0.000 0.000 0.000 0.000 1.000 0.000 164.000 99.400 176.600 66.400 54.300 2824.000 136.000 3.190 3.400 8.000 115.000 5500.000 18.000 22.000
 0.000 0.000 0.000 1.000 0.000 0.000 158.000 105.800 192.700 71.400 55.700 2844.000 136.000 3.190 3.400 8.500 110.000 5500.000 19.000 25.000
 0.000 0.000 0.000 1.000 0.000 0.000 158.000 105.800 192.700 71.400 55.900 3086.000 131.000 3.130 3.400 8.300 140.000 5500.000 17.000 20.000
 0.000 0.000 0.000 0.000 1.000 0.000 192.000 101.200 176.800 64.800 54.300 2395.000 108.000 3.500 2.800 8.800 101.000 5800.000 23.000 29.000
 0.000 0.000 1.000 0.000 0.000 0.000 192.000 101.200 176.800 64.800 54.300 2395.000 108.000 3.500 2.800 8.800 101.000 5800.000 23.000 29.000
 0.000 0.000 1.000 0.000 0.000 0.000 188.000 101.200 176.800 64.800 54.300 2710.000 164.000 3.310 3.190 9.000 121.000 4250.000 21.000 28.000
 0.000 0.000 1.000 0.000 0.000 0.000 188.000 101.200 176.800 64.800 54.300 2765.000 164.000 3.310 3.190 9.000 121.000 4250.000 21.000 28.000
 0.000 0.000 0.000 0.000 1.000 0.000 121.000 88.400 141.100 60.300 53.200 1488.000 61.000 2.910 3.030 9.500 48.000 5100.000 47.000 53.000
 0.000 0.000 0.000 1.000 0.000 0.000 98.000 94.500 155.900 63.600 52.000 1874.000 90.000 3.030 3.110 9.600 70.000 5400.000 38.000 43.000
 0.000 0.000 1.000 0.000 0.000 0.000 81.000 94.500 158.800 63.600 52.000 1909.000 90.000 3.030 3.110 9.600 70.000 5400.000 38.000 43.000
 0.000 0.000 0.000 1.000 0.000 0.000 118.000 93.700 157.300 63.800 50.800 1876.000 90.000 2.970 3.230 9.410 68.000 5500.000 37.000 41.000
 0.000 0.000 0.000 1.000 0.000 0.000 118.000 93.700 157.300 63.800 50.800 1876.000 90.000 2.970 3.230 9.400 68.000 5500.000 31.000 38.000
 0.000 0.000 0.000 1.000 0.000 0.000 118.000 93.700 157.300 63.800 50.800 2128.000 98.000 3.030 3.390 7.600 102.000 5500.000 24.000 30.000
 0.000 0.000 0.000 1.000 0.000 0.000 148.000 93.700 157.300 63.800 50.600 1967.000 90.000 2.970 3.230 9.400 68.000 5500.000 31.000 38.000
 0.000 0.000 0.000 1.000 0.000 0.000 148.000 93.700 157.300 63.800 50.600 1989.000 90.000 2.970 3.230 9.400 68.000 5500.000 31.000 38.000
 0.000 0.000 0.000 1.000 0.000 0.000 148.000 93.700 157.300 63.800 50.600 1989.000 90.000 2.970 3.230 9.400 68.000 5500.000 31.000 38.000
 0.000 1.000 0.000 0.000 0.000 0.000 110.000 103.300 174.600 64.600 59.800 2535.000 122.000 3.340 3.460 8.500 88.000 5000.000 24.000 30.000
 0.000 0.000 0.000 0.000 0.000 1.000 145.000 95.900 173.200 66.300 50.200 2811.000 156.000 3.600 3.900 7.000 145.000 5000.000 19.000 24.000
 0.000 0.000 0.000 0.000 1.000 0.000 137.000 86.600 144.600 63.900 50.800 1713.000 92.000 2.910 3.410 9.600 58.000 4800.000 49.000 54.000
 0.000 0.000 0.000 0.000 1.000 0.000 137.000 86.600 144.600 63.900 50.800 1819.000 92.000 2.910 3.410 9.200 76.000 6000.000 31.000 38.000
 0.000 0.000 0.000 1.000 0.000 0.000 101.000 93.700 150.000 64.000 52.600 1837.000 79.000 2.910 3.070 10.100 60.000 5500.000 38.000 42.000
 0.000 0.000 0.000 1.000 0.000 0.000 101.000 93.700 150.000 64.000 52.600 1940.000 92.000 2.910 3.410 9.200 76.000 6000.000 30.000 34.000
 0.000 0.000 0.000 1.000 0.000 0.000 101.000 93.700 150.000 64.000 52.600 1956.000 92.000 2.910 3.410 9.200 76.000 6000.000 30.000 34.000
